review_id,review_score,translated_review,cleaned_text
84e7339e9341f5430715bb7a4da9a186,5,I recommend the products and the seller to everyone.,recommend seller
317fe58503a6f37404cce852649ca0b4,1,I didn't receive the product I was very disappointed,t receive product disappointed
fcc0e3207bb1ccc26a86534192ee1392,5,Speed ​​and efficiency. Product delivered on time.,speed efficiency product time
9eab0bc236ba1fa442c2ca289cc069b3,2,Wrong watches The watches came with different models than the one they had bought on the website. I'm just not going to return them because I have to use them on my trip.,wrong come different buy m go return use trip
7bb977a30c58ac862a3f7b42160d1133,5,"Excellent store, I recommend.",excellent store recommend
25ed087aab1f24e078f9e9f792c27c11,4,There were no 4 screws from the chair arms. I wonder how we can do it. Thankful. Reginaldo (11) 9.9911-5025,chair arm wonder thankful
fd280616682acdb24b179afd70055ede,5,"Very good Good and high quality product, it arrived even before the deadline!",good good high quality product deadline
48a82d740f73ba519ee5faa66c72bc7f,2,Ordered HD 500 GB SATA Notebook Samsung R520 1 unit - R $ 269.00 each And I received Hdd 2.5 Notebook / Desktop Seagate St500lm030 Barracuda 500gb 5400rpm 128mb Sata 6gb / s,order notebook r unit r receive notebook st barracuda s
e97eefe01f823f71959017cd9e82634f,1,Defective product does not work is with problems both in the regulator and does not heat Water turns on 30 sgds already off I do not recommend Oslit lannister yes,defective product work regulator heat water turn recommend yes
8a86e8bc05e8845c335da5bb43d46d6f,4,Mt good service,good service
f7ddca0a3f78ea769f4418ec2044658a,1,the product has not arrived,product
f1960cf21cfb437375c637358f4ffd62,1,"Did not agree The advertised charger does not match the delivered, the product box even contains the amperage I needed, but the charger contains half the amperage offered by the seller",agree charger match product box amperage charger half amperage seller
6a77cc0070c684ec0d7356d0d156ecba,5,Agility in delivery ... product as requested. Super recommend!,agility delivery product super recommend
80f25f32c00540d49d57796fb6658535,5,"Fast shipping, product as described in the announcement.",fast shipping product announcement
03a0087389b6b7547091ac57fb438b10,5,EVERYTHING GREAT MATTRESS COVER,great mattress cover
e4286301f39c8a65c8a450f8d0d033f0,1,"I bought on 6/10 arrived 26/11 and cracked and with bad contact, and I'm trying to complain on the site atendimento@lannister.com.br and the complaint is being returned. It takes 50 days of defective delivery.",buy crack bad contact m try complain site complaint return day defective delivery
4a48e6842081aa67bd35bc2850ede3aa,5,Great,great
5fa335159600530ba4e5b1c65e85cd92,2,The product does not charge even with 10% of the same capacity as the original charger,product charge capacity original charger
01a5c4a6377d16a137975a484f588d3d,1,I haven't received anything so far,haven t receive far
7c97cd1b064e78d2a2feac82a3732db1,3,I expected more quality printing but overall the product is very good.,quality printing overall product good
90580070f02117b8c9176f3982a98c9b,1,"Product out of date, they did not give any satisfaction, purchase made at the end of last month, two days after the delivery date and the product did not even leave for transport.",product date satisfaction purchase end month day delivery date product leave transport
2ae838c87e289b50594ee9ca04ab036b,5,Quality work,quality work
442f1a44dd6491705f8bdef892cbec87,4,Cell phone for simple use It was bought for my brother-in-law to use it on a day-to-day basis. I know the brand ALCATEL and I think this device will be ideal.,cell phone simple use buy brother law use day day basis know brand think device ideal
d033f9872bcaf43871e611486b3eb182,3, Visor do fone td arranhado unico problema. ,visor
76ca059c93cf817220529ead9d9a2064,1,"The product came in two opportunities, poorly packaged, with several faults in the painting, some crooked pieces. They need to improve the packaging and put ""Fragile"" notices or not to step.",product come poorly painting crooked need improve fragile step
a0fac8a77f6a10f10fd94635550e962a,1,"the product came with one of the speakers with the outlet out of place, promises 16 watts of power and does not reach 10 wattstalves if I had bought it in 1 camel I wouldn't have disappointed so much crap",product come outlet place power reach buy camel t disappoint crap
b3774ab4835a51d360b2c5e3174c8326,1,** I called the central office on this date because of that order I still haven't received the office chair and following my orders is as delivered,central office date order haven t receive office chair follow
9e86fd94790c9291fbb900bab361a5d1,5,"Great! Great store, delivery on time!",great great store delivery time
6a29bd2b663e307a8a8178a8a77cb924,5,Esterizador de mamadeira  Bonito prático super indico ,de bonito super
c58062cc5e089c2a336df7d313229a9e,5,Very satisfied.,satisfied
532bf4ee6c724f36e8869b7bfa39d4dc,5, As almofadas são lindas e divertidas ,s o e
e37a5af7813907b10bf86eba70761dd9,5,"Very good product exceeded my expectations, delivery was ahead of schedule, ordered 32 business days and delivered with 8 business days so I recommend it to everyone and trustworthy congratulations",good product delivery ahead schedule order business day business day recommend trustworthy
40629d084f8b09ab6b1d5971365d2a88,5,"very fast and all right, I recommend.",fast right recommend
98fd2d2da39180e75d4b856a76de325c,5, Bom ,bom
59c45120064c0bcfda4c98c099fb9acc,1,Nota zero. Produto falso! Falso e com arranhões na tela,e es na
5edf1a3210c8aee9e423baf7008e40d6,1,"Buy 2, Take 1 My purchase was for two trays, the store only sent one piece in the packaging.",buy purchase store send piece
863a4dd813724d32cb4153c04e80f885,4, s,s
ede1c3b7598ed306c515f9819a6393fb,5, PRODUTO E ENTREGA EXELENTE,e
b711d5faadbfd45642148c497a2a9fd2,5, Como eu imaginei,eu
414cc8ca39e40446a1a9642f07bb6a48,5, Muito grata pelo cuidado e carinho para comigo gostaria de dizer que vcs são 🔝🔝🔝🔝em atendimento ao consumidor feliz 2018 a todos das lojas lannister 😘😘,e para de s o -PRON- das
f298986a70e28f905b3005c1b880a4b6,5,Compra lannister Obrigado compra perfeita e correta ,e
923d66d43bd4c8f7efce3564f4173760,1,Fake watch The watch received does not match the photo in the ad. I think the watch is fake! I contacted the store but so far I have not received a return.,fake watch watch receive match photo ad think watch fake store far receive return
69562a3ef7275da6677f3e30e5f7c24b,3, Legual o atndimemnto ,o
585a0799719ece8e51ad17304ea580fc,5,"I recommend the lannister store, from customer service to delivery.",recommend store customer service delivery
a5dffffe3a6ada09495afce47e40e667,5,"Top I really liked it, everything just right !!",right
680c2e1a3c9271809fed12bfec472136,1,Product not delivered. I would like to know how to proceed with reimbursement or delivery.,product like know proceed reimbursement delivery
b6a880dd106835871142c11c07ea4c9e,5,Great product,great product
d99f325a26f90b00e93a1a3d87ffaf26,4, Adorei a capinha protetora. Porém a película é menor que o celular.  ,m o
7bf4550966295d9aaafdc486dc4c7f99,3,I received half the order. I haven't received the chandelier yet,receive half order haven t receive chandelier
8094797e1394b6ddeedfd8bb0c6cadfe,4,"very good, excellent product.",good excellent product
76e630724cafd973527d83e09c2755d2,1,I did not receive it and I was left without information if it will be canceled or delivery,receive leave information delivery
03c3b4002499bf92c6d5832643ad648a,4,exactly what i bought,exactly buy
4cda9ea1e94472147bca46ea0b556193,5,"I already bought many products from Lannister Stores. However, I don't know why I don't receive e-mails with offers for your products. Kind regards.",buy don t know don t receive e kind
b68e08e8010c57a676b984b777bbd91a,5,Quality products and fast delivery.,quality fast delivery
d4d601cb58125b7ee29dfdc494fae452,5,"We are very pleased with your professionalism, thank you.",professionalism thank
dc90f19c2806f1abba9e72ad3c350073,5,"I just found it small for six cups, but it's a good product",find small s good product
c8df01af38f1d2c3505b2ee798de4c05,5,super recommend I received before the deadline everything came right I was satisfied store note 10,super recommend receive deadline come right satisfied store note
cf026d4699f244b9758c82006a564018,5,The product is wonderful .. delivery took too long.,product wonderful delivery take long
dff55d8790e05cc33de56ff46a602137,3,of the 2 products I only received 1,receive
5cb8aa8877c576eeb29c4972daad0db3,1,"not at all satisfied because we bought the products, it didn’t arrive on schedule, we’re very upset with the site, we need an urgent response from you ?????????",satisfied buy t arrive schedule upset site need urgent response
fe00841c6b93d642876371b3b0d255c2,4,Recommend Great,recommend great
a7e8a7308b20e80a1874e80615e80b8f,2,"Your process in my opinion is wrong because there is no one who answers the call to answer questions, this purchase was highly stressful, because only after a while did I manage to solve my problem.",process opinion wrong answer purchase highly stressful manage solve problem
d05b911df3884252dde5a4dafedbfcde,4,It arrived before the deadline and I really liked the rug.,deadline rug
48f5a15eb9090137607c46664ceb0220,4,"Great product, practical and easy to use. But it could come with a blade together, other than that a beauty",great product practical easy use come blade beauty
7321443c5c51143def18e9e99cdaa13d,1,"FURADA O PARCEIRO UTILIZA-SE DE MA FE E ENVIA UM PRODUTO COM CONFIGURAÇÃO AQUEM DA OFERECIDA NO ATO DA COMPRA. ESPERO QUE TENHA SIDO SO UM ERRO E QUE SEJA SANADO, CASO NAO SEJA, SOLICITAREI VIA JUDICIAL",o se de ma fe e um o da da um e judicial
37ba0e03bccfa551344fac6502c84b0e,4,"the store service was ten, only the product was not what I expected.",store service product
3383a78b16ddcfe2bc4939b2e002709d,1,"No Comments Good morning. The maximum delivery time for the product was 08.06 and today is the 10th and so far, I have not received any satisfaction. I am disappointed and do not intend to buy again.",good morning maximum delivery time product today th far receive satisfaction disappointed intend buy
ccb28582c60571df7a16606159f98a1c,5,Very good my first buy very satisfied,good buy satisfied
aefd5a6c107e4b8ac184699aa8e087f5,2,"Fixtures One of the fixtures arrived dented, even protected in the box. The aluminum material is so thin (almost a cone). When it is read that the material is ^ aluminum ^ one imagines of better quality.",box aluminum material thin cone read material aluminum imago well quality
50b767ded6be09112211d654d854780a,3,"I bought three watches, 2 came, the most expensive of 181.40 has not yet come, I paid in the ticket on 9/8, I'm waiting",buy come expensive come ticket m wait
ac8a77989bd67cd4b86c303560c07cbf,4,Have some support about installing the product.,support product
2fbf42d2b864d29928855064088cf71a,1,The product was to be delivered on the 24th and today is the 26th and no opinion ... terrible,product th today th opinion terrible
3c31fecfa2e15af0449b555e1457e205,5,"Case fits very well in the device, quality material. And it arrived well before the deadline.",case device quality material deadline
f5e774f95de2c3662131e9f02828434e,1,"They sold a refrigerator that they are still waiting to manufacture, I received a message that they will not deliver it as I can trust the store this way.",sell refrigerator wait manufacture receive message deliver trust store way
769b1b2382301d920be23e641e13a049,1,I bought two items and received only one.,buy receive
aff2be4070c0fc9ee6e65c9db170d95a,4,very good product always recommend,good product recommend
4c53d3a77eb1d2e88dc4603b92a8bea8,5,Cover does not protect as much as I thought.,cover protect think
1d68929ae5643197192c54530711a488,5,Excellent service and products. I hope q always stay that way.,excellent service hope q stay way
fb38172db998a409dd2766729c07d65a,4,It arrived perfect and before the deadline ... congratulations to the American and partners,perfect deadline
51c9b18a63c2cc6db685a392d32dd1ac,5,Very good watch. It has several models with good finish and styles.,good watch good finish
5e8cf40b4400760c62e1a3e99683c0c9,4,Good product,good product
dbbb85afdb88d4f32df681c6d7281604,5,Product delivered quickly! Always good and safe to buy with lannister.com!,product quickly good safe buy
306244868790861d4684b6e5b4029d3b,5,PRODUCT DELIVERED BEFORE THE TERM. I RECOMMEND.,product term recommend
3448c42a7e6daf1e4335b6c4b7829245,5,Great product Fits perfectly,great product perfectly
b4d6a8e52a9ea9f41ce819208b176ce2,4,good product and fast delivery.,good product fast delivery
7501cc96bcd25ec6a0853de94a55998a,5,recommend lannister and great,recommend great
d4f337d071883deeecb097a6f3c07e0c,5,I bought it one day and it arrived the next. It can not be better.,buy day well
756ff6e8971081d03611a7bfcea05713,3,"I did not receive the cert product The product did not come with the 7 pieces according to the website publication .so 3 pieces were delivered curtain, curtain clip and rod support.",receive product product come accord publication curtain curtain clip rod support
d9f707bf326cec25520e8b307b0ec026,4,"Great purchase Resistant material, the seams well done, I bought the white one and found it very beautiful after it was put on. I just got confused and bought the one with straps and not the ones for children, but the end result was better.",great purchase resistant material buy white find beautiful get confused buy end result well
826f15b294b21faa37a637b036d1a77c,5,Super fast delivery! I haven't tried the product yet.,super fast delivery haven t try product
bf799390b7844cc1ed227458aeb94db8,1,"Complicated to give up opinion, to begin with damaged box, product totally different from what I bought, total disappointment !!!!!",complicated opinion begin box product totally different buy total disappointment
fa08b7f85ceab4fe772b885b721018f1,5,Good,good
fa810fdb06c8ca30b4b596a6f5a13aa1,1,My product didn't arrive so I won't say anything,product t arrive win t
cf597935a9b59d884ed9e446beaf75d1,5,Very good,good
9a7df3dd5d627fbea9f21801cdae60bf,5,Good quality product and the American Store delivered before the deadline.,good quality product store deadline
a05249d5df220b596502dab29910451e,5,PRETTY!!! I RECEIVED BEFORE THE DEADLINE. LOVED IT.,pretty receive deadline
7039fac69e68383a8c9554527d271c05,4,Delivery speed exceeded expectations,delivery speed
587097f7118d85d573a41d90a06a8fef,1,"I do not recommend The postage type ""PAC"" of the post office takes a long time, as usually the car part is needed with a certain urgency should have the option of sedex. I prefer to pay R $ 20 more in shipping and get it soon",recommend postage type pac post office long time usually car certain urgency option prefer pay r shipping soon
d719ad323d0a776391776d4b482fee0a,5,I received the product correctly at my residence.,receive product correctly residence
acc6614457bdd42d1c2d56558c2637a6,4,"product came right and before the deadline, very good I recommend",product come right deadline good recommend
c6fe95393d2b9d1e0143e8c4b7750a87,5,I recommend! beautiful,recommend beautiful
61b83d7df99b047c86d8c4d4fb2d841b,5,Great Delivery was very fast,great delivery fast
fe9dc2213b775f6c76f34a2a549ccd64,2,I bought 3 lamps and received only 2. The invoice came with 3 and only 2 lamps in the packaging. I filed a complaint on the site immediately and I look forward to returning.,buy receive invoice come complaint site immediately look forward
33684f59cc1570a8b9b62a7ad7ebd35a,5,"I recommend Yes As usual, lannister sends the service very well and the watch was everything I expected, I am very satisfied",recommend yes usual service watch satisfied
8f2d7dcfe37afdad34ea532b2bfc8aa4,5,I loved it very beautiful I highly recommend it!,beautiful highly recommend
2af38821135e0d5147f0513aa9b3ceb5,1,Lousy website,lousy
48bd0076a55ff7f5b7d519a548f99bc1,1,"So far, I have not refunded my purchase, which was not sent because of stock and was only communicated after opening the order cancellation.",far purchase send stock open order cancellation
0466c921ee58b90c5446cb43d94eeb44,1,arrived broken,broken
416b225c22007c0f2daaf365a3f84a8d,5,I RECEIVED BEFORE THE DEADLINE ... SATISFIED!,receive deadline satisfy
f22e960aa1892ea63e5924cc0b999186,1,I did not receive the product and no refund,receive product refund
d1bdc46675264bf144d8babd4e336e78,5,"I recommend the store very good, delivery before the deadline.",recommend store good delivery deadline
ed675e72c61d33a50feb6bacae79069c,5,"It arrived before the deadline, I loved it and I highly recommend the purchase.",deadline highly recommend purchase
61b885bf43c1e2b1c1fc626a76764631,3,"Fast delivery, fast profit",fast delivery fast profit
ce1c1d605b4a8383811b8ba6730661a9,3,Legal,legal
0ced564c8f5508cad95c0056e4fead6e,1,"I do not recommend this product. Apparently counterfeit, the sound is of poor quality, nothing like the original I have.",recommend product apparently counterfeit sound poor quality like original
32f9188191ab1161df5ef31e153da213,5,"Very good, it arrived quickly. I've done some tests and it worked really well",good quickly work
a89f60f620fd7bf2a2db2887ab6eb916,2,"I haven't received my delivery yet, I bought TV much earlier by stark and still this product that will be making months has not arrived yet ..",haven t receive delivery buy stark product make
bae91f36949926b4ca868fbd1438c208,3,"Recommended store Usually a good store, but I'm still waiting for the product to better evaluate.",store usually good store m wait product well evaluate
3476575836d78c245ab6b54e8d23a17b,5,Satisfaction Very satisfied with the purchase.,satisfaction satisfied purchase
c1468ff41195dbb07423b67d67bdeb5b,5,SHOW Very good !!!!,good
326f4ea7ea7271f4cb0e4d6a2c111dbe,1,"Bad purchase Good morning I like to buy through lannister more this time I made the wrong choice, I think that when choosing partners they have to fulfill what they advertise.",bad purchase good morning like buy time wrong choice think choose fulfill advertise
9610f57f47b4affb7d0e05f7f030021f,1,I received a product but I didn't just buy a product or is the other product I bought from another store?,receive product t buy product product buy store
99e025176b82e9e6b4c108e0a718e817,5,Product delivered on time and the product is excellent.,product time product excellent
8076b9618ddb90bee801fe136ffb4390,1,"Product not delivered, I will go to court. Because I know you will charge me. Super disappointed.",product court know charge super disappointed
d9c4b29b316b655e317fedb9786aeb64,4,"Great negotiation Product delivered on time. I just found the volume smaller than imagined. But that happens, we are not always aware of quantity. Now let's use it and see if it really works.",great negotiation product time find volume small aware quantity let s use work
0bdcc1afef545b70d25ca7464264d201,4,I would find it very interesting that when entering the customer's name the full name should be used,find interesting enter customer s
47ff18d217d86cd7a9ddef80e7e090e4,1,Wrong quantity I bought 10 and received only 5.,wrong quantity buy receive
d9f46ed80e9eec2c8380c77c883bd0bd,5,recommend delivered before the deadline very good,recommend deadline good
0da3f47ea6bf179c632fe6a3f8630f40,5,"Fast delivery, same product as advertised.",fast delivery product
3307f71931a3e675cdb9a5756360ec68,5,"Perfectly packaged, loved it! I just wish the beans were not cut, I would like them to arrive whole",perfectly wish cut like arrive
1b872c7e74e5485c6bfa2f7f03709ab1,1,I want to receive the product I bought,want receive product buy
8a3dcc75087382342bd248c608d098fb,1,"Unfortunately, the product came wrong. I asked for chocolate and dark chocolate came. But the product is excellent.",unfortunately product come wrong chocolate dark chocolate come product excellent
76dc5f02a05b8b190a18057d0d017d59,1,The deadline was up to 3/4 day and until today nothing .not given me nor a new delivery forecast .so I want them to solve it and deliver it to me as soon as possible .because if I didn't need any purchased,deadline day today give new delivery forecast want solve deliver soon possible t need
b0d0dc1600fed4d126eacc5a04440177,5,Excellent In addition to delivering fast ... it was without a scratch and the delivery guy came by motorcycle ... very polite. I recommend the store and will buy more from this store.,excellent addition fast scratch delivery guy come motorcycle polite recommend store buy store
9b2c9a4409dab71e20176e886fcd5dfa,2,"I ordered two more products I received a box with only one, then I received an email from lannister asking if I received both products.",order receive box receive receive
5e2a545c59a9919c602fd1c4d8b5616f,3,"I received the product today, but I haven't installed it yet.",receive product today haven t
ea9058b689f6263c74e5f5a54157a266,5,"I bought a pendant lamp, delivered according to request, within the agreed time is a product in perfect condition.",buy pendant lamp accord request agree time product perfect condition
88e215d035801327b720c131009fdc53,4,I recommend,recommend
19962d6f36aa1b87fca6f144f360564d,5,"I really enjoyed shopping with this seller, congratulations, it arrived well before expected. I recommend",shop seller recommend
1b5dc3da2372e9bb5518cd37cd9a9354,2,It took to deliver,take deliver
a2cd6215401f66af4b352cce638f1b09,1,did not deliver me on time I canceled the purchase.,deliver time purchase
882b626f3a9b240272b8efa5802c609f,1,"The product came with the stripped bracelet, I paid for the shipping and they sent it via the post office.",product come strip bracelet shipping send post office
2d3c0d8c71a5b527377bec9b7afb78c7,4,It meets the deadline.,deadline
1b4072b8c88367d35cfd4d00ca69143e,5,Wonderful Super fast delivery bought on Monday received on Wednesday of the same week. Beautiful and charming watch !!! I loved it,wonderful super fast delivery buy receive week beautiful charming watch
642c089e45f231185f4a6a2863487d1b,5,"I bought a baby bag kit and I really liked it, it arrived well before the agreed ... It exceeded my expectations ...",buy baby bag kit agree
b5318721095faa09c9e48a4544fbb205,2,"When I bought the product I imagined it to be bigger, taller so that it would complete the popcorn without spilling.",buy product big taller complete popcorn
7fdfd6ad50849fe1435d51b8ffa8e4b2,5,Great quality product and on-time delivery,great quality product time delivery
be98e58c35decb40fc275dd6b07feea8,5,"great product, great selling company",great product great selling company
55b04dfd7fdbe2e17c3fe21e47b971d7,4,very good the product super recommend the seller,good product super recommend seller
e71ff3be947ea5602480224b84f02da2,5,"arrived just right beautiful product, arrived at the right address and without defect",right beautiful product right address defect
e4758a5d4173c04ce04772bddd572ce8,1,good morning i don't know if it was the post office that delayed but the product took too long to arrive,good morning don t know post office product take long arrive
c5ff3bca6b662a3a23f2a687d168202c,5,Super Recomendo  Nota 10 ,super
d4553ac6c45ff32d062a6e09863e445e,2,"Beautiful, but very simple Finishing and fragility in the product, equivalent to the price paid! It came wrapped in a plastic, very bad taste",beautiful simple finishing fragility product equivalent price come wrap plastic bad taste
05563559d01211cc39a8778acfdd836e,2,"The product is overdue, the status has not changed since 03/18, and it was supposed to arrive on 03/26 today it is already 03/30 and it has not arrived yet, I would like a position.",product overdue status suppose arrive today like position
668e8d6687b9dd2a0ad4099b8f9cb047,1,"Order between partials Very bad ... I bought 02 kits and only 1 kit of hanger was delivered, however, in the tracking it appears that the 2 products were delivered and I was unable to contact the seller targaryen",order bad buy kit hanger unable contact seller
0ab34a82894c37fcf5e705285b9a289c,1,Delivery not completed When I deliver I formulate an opinion.,delivery deliver formulate opinion
9ad49e6b210aec3310173ba9b1ce073c,5,great,great
90a2b557c0b0ceb25e48807fbbd5ba39,3,"I bought the product from the packaging that appeared on the sit. However, you will send the product to me with another packaging. In which I never saw the same.",buy product sit send product see
a39a75935649a74bb1910197454e6de1,5,I will still test the product.,test product
fc3a7820dc196efacf744c4691559778,1,"I received half the product I purchased two expandable hoses, and only received one. As the payment for the purchased product was made with a credit card, I want to know who will refund the amount?",receive half product receive payment product credit card want know refund
e38e4439b18699515ef50e3554711c88,1,I received neither the product nor the refund.,receive product refund
1ba403996e200a1a1a0a22ca75436734,3,Delayed delivery of an item but resolved very quickly,delivery item resolve quickly
d6fdde99767b01508e0b0d537e757741,5,"I did not receive the product, I have already called several times I am apprehensive",receive product time apprehensive
86a729f7a6a05319655542bd6fb1717d,4,I loved this product.,product
2f6a527f163ea18e4999659f897288df,1,"about the store everything ok about the product, don’t buy a really bad device in relation to your apps, you don’t receive videos on watsapp and you don’t even make calls",store product don t buy bad device relation don t receive don t
fd75df48544ddf2dd0067188009a86e4,5,SAFE LDOCKCIFJFJRH FJFJHRY MBKDIEOEP,safe
e1b82e60eef0a357efbea7cf7b6272c6,1,"Perfumes I bought two perfumes, Tommy Hilfiger received a sealed box looks ok, but Gabriela Sabatini's perfume is unsealed and has a self-adhesive label on the bottom of the bottle. Is it fake ??",buy tommy receive seal box s perfume unsealed self adhesive label bottle fake
28e0bc2d5fd816e013b268064b45d8b1,1,"I never saw it, you pay the shipping and don't receive the product!",see pay shipping don t receive product
69b9bbd71034f98de82285693b0002d6,5,"Excelent, I recommend.",recommend
48ec5e1b122291eee51b89664e1cd22a,1,I did not receive the product.,receive product
6d093d3640f45f9bdfc897f8e913ed9d,5,lannister stores always deliver what they promise; super recommend,deliver promise super recommend
9c172509aac6860c326793e2ab634751,5,Top of the line arrived before the deadline!,line deadline
d0d240b593099d221cb514cf2495fbc1,1,"Damaged product, where the eye is placed, the part is loose",product eye loose
b7644857af07ec4f1abc07a7a45ea687,5,Congratulations on the product. Very beautiful and the perfect delivery time.,product beautiful perfect delivery time
7a95b6b06fa08dfbfea7fff2b43a1cdf,3,I thought it was bigger,think big
0377b571bc2c7d3ad6ca04884dfcc27d,5,Good purchase Good product,good purchase good product
ee9210128e9071190196956a76fba623,1,"The material is not very good, and it was delivered with the pillow, with the seam all crooked, it doesn't look like a heart.",material good pillow seam crook t look like heart
daa1d2e12c4efdb01014260803602e82,4,Delivery and product as agreed,delivery product agree
ba4c4b0d650898b0f4b7a38d5cb26e4f,5,Super recommend Very Good!,super recommend good
f7f2c03a110c90ecde875a0d1aec402c,3,"I haven't received it yet, I can't comment further. Att,",haven t receive t comment
cf038d1aae7b6b85f740898eb54124ca,4,"The cassio brand has always been excellent, I am waiting for the product to arrive to do the reseller evaluation.",brand excellent wait product arrive reseller evaluation
43856aef2638c52d3479d75c16becac8,5,"freight in general, I believe you should see this freight bid, it is very expensive.",freight general believe freight bid expensive
72ce5ecb356f910b132c85da360051ad,4,Great cost benefit ... I bought it as a gift and the person loved it. Modern fragrance and not nauseating.,great cost benefit buy gift person modern fragrance
62adf73b6453c34ce5993b60ef0ea93f,5,Great I never had any problems!,great
e6514bfb990b35522784418f8e227ae8,3,Order has not yet been fully delivered. I'm still waiting because the delivery time has not yet expired.,order fully m wait delivery time
3b98058f127ca69821ef17f469d473ed,5,"Super fast delivery The product came correct and delivered the day after purchase, even with a 7-day forecast.",super fast delivery product come correct day purchase day forecast
311851455d27fde02768e77e3e6d3e24,5,On time and well packaged.,time
25c56bfc11ede6cf8f810f659ce89f5e,5,"Gorgeous product, lightweight!",gorgeous product lightweight
5b550e0fa07184adf527dd78a718803e,3,"I received the product, but the nano is missing ... a fundamental part for the mouse to work.",receive product miss fundamental mouse work
f49ea8aa6eb53bdd29e18cb2f9bbecc0,1,I bought a scooter for my daughter I received a rotating brush so far waiting for the exchange and nothing,buy scooter daughter receive rotate brush far wait exchange
21a694790a9243af5956da4216a6ca2c,3,Good,good
05481f963c19afbeeb6c2d48fb31f3fe,1,I did not receive the product I believe it is a postal problem Delivery time has expired,receive product believe postal problem delivery time
96257dac843dada7faadd847356fdc35,1,"They arrived on time, but the sewing of the puppies' belly was not of quality",time sewing belly quality
fdfb14550ebc7b9390ae13db828406f4,3,"good against impact good product seems to be of a very thick type of eva I thought it was silicone but it is not, it also lacked a bit of finishing has some burrs arrived very fast in 4 days",good impact good product thick type think silicone bit finishing fast day
a23f023a23247d7b4a532ef94c18e410,5,"Great Gistei to buy on this site, great product and delivered before the deadline,",great buy site great product deadline
f805659a1021990efa798626926f804a,4,great service,great service
fb18bf8a1a96282ffbc3e3b095cc3b0d,3,They are not to blame the address is,blame address
60c1eca5bdea6730bfa0d85f87ae78ba,5,Correct product and delivered on time,correct product time
a8bd8ed6b552db2882474a572bce16e4,4,I received as expected.,receive
1f47adc2fd3f0ad69d20f73858eb6405,1,I only received the invoice The product did not come,receive invoice product come
bfbf86a0b08c57692665b1db237a4d74,3,Very good,good
dcb1077cd4ca557de0497598591935e6,5,Delivered to the highest standard from lannister.com,high standard
73fbbf60aac9327a32a54de246f78525,1,"I found the material very bad, and expensive",find material bad expensive
445b0519962b92b4a627ae98f93504cd,5,"I received it before the deadline, I loved it!",receive deadline
2c849b1f2ee43364af4923d48b9f0943,1,I haven't received the product yet I haven't received the product yet. I have already paid the first installment of the card.,haven t receive product haven t receive product installment card
bc358d1e006292207d4c442bdef51ca7,1,I have not received the product,receive product
a6dea176cd71099259adf97fa0877051,1,I REQUEST DELIVERY OF THE PRODUCT WOULD NOT DO BUSINESS WITH THIS COMPANY AGAIN,request delivery product business company
b3d212192c38a2cb7bb65c65e990d204,5,"Great. I bought, paid and received what I bought within the time they set.",great buy receive buy time set
eec6a964ce3972761d2334ebb7dd5293,4,Products arrived with expected quality,quality
5f54a44e86b5353a3241e679c4d087cc,5,"Great store, delivered before the deadline.",great store deadline
9a515537841f3a892e72d52a0ae39645,5,"I highly recommend the product delivered before the due date, in excellent condition. Congratulations!",highly recommend product date excellent condition
7c96941c47976e38b245f44d1a6233c1,3,It arrived before the deadline. The material is good.,deadline material good
9d00d05ef1d1d8537c1cd5fb5e55a7c4,5,A beautiful product and very good quality.,beautiful product good quality
e18f63b8f429f2e923faeddfe034a972,2,I bought the product for honda biz. However on the packaging it had written and marked for handa broz.,buy product honda biz write mark
65a5fef73baae2bc9fec9f8f1404961d,5,I received it very fast and a great cost benefit,receive fast great cost benefit
fc99664d83b8f5f939f98d34e1c5ad04,1,request cancellation,request cancellation
a2ee73ad4475687f9797bbcdd06733f4,5,In the market there is an offer of the same product with much more affordable prices.,market offer product affordable
e144681952b0736e09fc0643ffb909ce,2,I just thought that the perfume doesn't stick well and the smell comes out right away.,think perfume t stick smell come right away
84e1b02ff4ed50cc9823db1ce911e879,1,I received a salad cutter instead of the cages,receive salad cutter instead
889524292ec20dae65a3921f855afc8a,2,"They delivered on time but the forecast was very long. And as lannister always delivered to me before the deadline, I thought that this product would arrive earlier than expected.",time forecast long deadline think product arrive
143182d7d7f6b4d9c06f12f1215b4d98,1,Targaryen as an Américanas partner is not at the partner level for a big name in the market. I don't recommend it to any of my friends so they can because of the inconvenience I went through. Thank you.,partner partner level big market don t recommend inconvenience go thank
08f5366445c762188979ba4e195ac948,5,"I really liked this purchase, the website is very easy to understand and buy and the delivery on time",purchase easy understand buy delivery time
91023588624b3386711a8b4772867141,4,Good,good
4348fc01054e6971c8fbf92105927fbd,1,"As of today, I haven't received my merchandise, super dissatisfied !!!",today haven t receive merchandise super dissatisfied
f012ecf9f56e5583ffd65a12c62ff363,5,Very efficient. Congratulations and thank you!,efficient thank
20b66aa9894da6141d032bf4bf0f7882,1,I bought the rug and after 2 days the store calls me saying I don't have the product in stock ... It was refunded but I didn't get anything more ....,buy rug day store say don t product stock t
c96cadb19e848343f547141d1ca8b7bf,5,Delivered before the deadline.,deadline
24eb41443afb44f38c39dfece2784158,1,"Disappointment The purchase made in January, not delivered, now, with refund of the value through voucher, nothing to deliver.",disappointment purchase refund value voucher deliver
